policy_id,roof_age,roof_vulnerability,dwelling_construction,water_loss_recency,prior_claims_5yr,coverage_a_amount,fire_station_distance,home_age,square_footage,iso_class,insurance_lapses,pet_ownership,swimming_pool,trampoline,wood_burning_stove,home_business,recent_renovations,monitored_alarm,fire_sprinklers,gated_community,wildfire_zone,canopy_density,flood_zone,foundation_type,slope_pct,burn_history,hail_zone,t3_slope_burn,t3_flood_foundation,t3_roof_age_wildfire,t3_trampoline_hail,t3_claims_wildfire,t3_firestation_slope,tier1_score,tier2_adjustment,tier3_multiplier,final_risk_score,decision,claim_frequency,claim_severity,expected_loss,expected_loss_formula
POL006433,6,tile,wood_frame,0,0,350000.0,4.2,61,5880,8,0,none,none,0,none,none,0,0,partial,1,0,dense,0,block,11.6,0,0,0,0,0,0,0,0,40.0,-6.0,1.0,34.0,Standard,0.135,47540.0,2521.37,6417.9
POL006434,26,tile,masonry,0,5,1500000.0,11.6,23,922,7,0,standard_pets,in_ground,0,gas_fireplace,none,0,0,none,0,0,moderate,1,concrete_slab,3.1,0,1,0,0,0,0,0,0,57.5,10.0,1.0,67.5,Rated,0.496,48984.0,43067.56,24296.06
POL006435,9,asphalt,wood_frame,0,0,250000.0,6.2,69,4733,2,0,dangerous_breed,none,0,gas_fireplace,home_office,0,1,none,0,0,moderate,1,block,1.4,0,1,0,0,0,0,0,0,44.5,5.0,1.0,49.5,Standard,0.195,59886.0,13935.71,11677.77
POL006436,33,asphalt,brick_veneer,0,2,350000.0,13.5,82,4932,1,0,dangerous_breed,none,0,gas_fireplace,home_office,0,0,none,0,0,dense,0,concrete_slab,22.1,0,0,0,0,0,0,0,1,64.5,10.0,1.03,76.73,Rated,0.3927,60529.28,19066.02,23769.85
POL006437,35,asphalt,superior,0,1,350000.0,3.3,119,5376,8,0,standard_pets,none,1,none,none,0,1,none,1,0,sparse,0,poured_concrete,39.2,1,0,1,0,0,0,0,0,57.0,1.0,1.08,62.64,Rated,0.3068,57854.84,25406.95,17749.86
POL006438,24,asphalt,wood_frame,0,0,250000.0,18.6,77,1895,4,0,standard_pets,none,0,wood_burning,none,0,0,none,0,0,dense,0,poured_concrete,3.6,0,0,0,0,0,0,0,0,56.5,7.0,1.0,63.5,Rated,0.286,61450.0,41742.12,17574.7
POL006439,5,metal,brick_veneer,1,4,750000.0,3.9,2,6806,10,0,dangerous_breed,none,0,none,none,0,0,full,0,0,sparse,1,poured_concrete,1.9,0,0,0,0,0,0,0,0,47.0,1.0,1.0,48.0,Standard,0.37,23172.0,1822.29,8573.64
POL006440,23,metal,wood_frame,0,4,500000.0,5.2,5,1850,10,0,dangerous_breed,above_ground,0,gas_fireplace,active_business,0,0,none,0,0,moderate,0,concrete_slab,2.5,1,0,0,0,0,0,0,0,50.0,16.0,1.0,66.0,Rated,0.499,47100.0,18774.13,23502.9
POL006441,17,asphalt,wood_frame,1,3,350000.0,0.5,80,5041,9,0,none,above_ground,0,none,none,0,0,none,0,0,dense,0,poured_concrete,15.6,0,0,0,0,0,0,0,0,76.0,3.0,1.0,79.0,Rated,0.445,62902.0,13992.49,27991.39
POL006442,22,asphalt,brick_veneer,0,1,350000.0,4.7,35,1339,4,0,none,none,0,gas_fireplace,none,0,1,none,0,0,moderate,0,concrete_slab,31.6,0,1,0,0,0,0,0,0,51.5,-4.0,1.0,47.5,Standard,0.196,36528.0,6957.53,7159.49
POL006443,5,metal,superior,1,0,750000.0,7.3,85,6572,8,1,dangerous_breed,above_ground,0,gas_fireplace,none,0,0,none,1,0,moderate,0,stone_dirt,7.5,0,0,0,0,0,0,0,0,37.0,15.0,1.0,52.0,Standard,0.282,43444.0,15102.28,12251.21
POL006444,28,asphalt,wood_frame,0,0,250000.0,2.9,52,2619,8,1,none,above_ground,0,gas_fireplace,home_office,0,0,none,0,0,moderate,0,poured_concrete,6.0,0,0,0,0,0,0,0,0,56.0,10.0,1.0,66.0,Rated,0.314,54098.0,11760.6,16986.77
POL006445,24,asphalt,superior,0,1,250000.0,3.5,3,1578,1,1,none,none,0,none,active_business,1,0,none,0,1,sparse,0,block,18.5,0,0,0,0,1,0,1,0,41.5,3.0,1.0918,48.59,Standard,0.313,30351.11,7478.0,9499.16
POL006446,16,slate,masonry,0,0,1000000.0,2.5,9,5984,5,0,none,none,0,none,none,0,0,partial,0,0,moderate,0,concrete_slab,6.8,0,1,0,0,0,0,0,0,32.5,-4.0,1.0,28.5,Preferred,0.099,29388.0,5907.92,2909.41
POL006447,23,asphalt,wood_frame,0,1,750000.0,17.4,95,1010,4,0,dangerous_breed,none,0,none,none,1,1,partial,0,0,dense,0,block,10.2,1,0,0,0,0,0,0,0,63.5,-7.0,1.0,56.5,Standard,0.241,45420.0,5455.64,10946.22
POL006448,10,asphalt,wood_frame,0,2,500000.0,3.2,110,1014,4,0,none,none,0,none,none,0,0,none,0,0,moderate,1,concrete_slab,0.7,0,0,0,0,0,0,0,0,53.5,0.0,1.0,53.5,Standard,0.281,59028.0,19065.19,16586.87
POL006449,25,metal,brick_veneer,0,0,500000.0,0.7,112,3814,9,0,standard_pets,in_ground,0,gas_fireplace,home_office,0,0,none,0,1,dense,0,concrete_slab,3.2,0,0,0,0,1,0,0,0,42.0,11.0,1.06,56.18,Standard,0.2861,75033.84,38537.89,21470.18
POL006450,33,tile,brick_veneer,0,0,350000.0,0.5,115,3895,3,0,none,in_ground,0,none,none,0,0,none,0,0,moderate,0,concrete_slab,5.6,0,0,0,0,0,0,0,0,50.5,6.0,1.0,56.5,Standard,0.201,63990.0,30580.1,12861.99
POL006451,27,asphalt,wood_frame,0,4,1000000.0,7.4,48,5620,8,2,none,in_ground,0,none,none,0,0,none,0,1,dense,0,concrete_slab,0.8,0,0,0,0,1,0,1,0,72.0,15.0,1.0918,94.99,Decline,0.6743,95172.19,39884.73,64173.39
POL006452,2,asphalt,superior,0,0,350000.0,4.0,42,2400,9,2,none,none,0,gas_fireplace,active_business,0,0,none,0,0,dense,0,concrete_slab,0.2,1,0,0,0,0,0,0,0,32.0,14.0,1.0,46.0,Standard,0.263,38660.0,4419.37,10167.58
POL006453,10,asphalt,masonry,0,0,350000.0,0.5,67,1411,8,0,standard_pets,in_ground,0,gas_fireplace,active_business,0,1,none,0,0,dense,0,concrete_slab,5.5,0,0,0,0,0,0,0,0,37.0,9.0,1.0,46.0,Standard,0.194,58682.0,17245.42,11384.31
POL006454,37,slate,wood_frame,0,0,350000.0,2.4,12,6844,4,1,none,none,0,gas_fireplace,none,1,1,none,0,1,dense,0,poured_concrete,10.4,0,1,0,0,1,0,0,0,50.5,-5.0,1.06,48.23,Standard,0.1653,49498.64,6157.95,8182.13
POL006455,13,asphalt,brick_veneer,0,0,150000.0,12.3,82,6952,2,0,standard_pets,above_ground,0,none,none,1,1,none,0,0,dense,0,concrete_slab,40.2,0,0,0,0,0,0,0,1,46.5,-5.0,1.03,42.75,Standard,0.1187,57359.68,7624.13,6805.73
POL006456,25,asphalt,wood_frame,0,0,250000.0,14.8,109,840,10,0,standard_pets,none,0,wood_burning,none,1,1,partial,0,0,sparse,0,concrete_slab,7.4,0,0,0,0,0,0,0,0,62.0,-8.0,1.0,54.0,Standard,0.219,51800.0,4350.19,11344.2
POL006457,20,metal,wood_frame,0,0,250000.0,0.5,118,1957,7,1,none,none,0,wood_burning,home_office,1,0,full,0,0,moderate,1,concrete_slab,0.0,0,0,0,0,0,0,0,0,41.5,-3.0,1.0,38.5,Standard,0.172,43854.0,17094.34,7542.89
POL006458,38,asphalt,superior,1,0,250000.0,0.7,42,5758,3,0,none,above_ground,0,none,none,0,0,none,1,0,sparse,1,concrete_slab,3.5,0,0,0,0,0,0,0,0,59.5,1.0,1.0,60.5,Rated,0.259,37276.0,51744.99,9654.48
POL006459,29,asphalt,masonry,0,1,150000.0,0.5,117,1290,6,0,standard_pets,none,0,none,active_business,0,0,none,1,1,moderate,0,concrete_slab,2.3,0,0,0,0,1,0,1,0,51.5,5.0,1.0918,61.69,Rated,0.3565,69633.22,39211.26,24822.71
POL006460,7,asphalt,wood_frame,0,0,250000.0,10.2,101,5453,3,0,dangerous_breed,none,0,none,none,0,1,none,0,0,moderate,0,concrete_slab,7.8,0,1,0,0,0,0,0,0,50.5,3.0,1.0,53.5,Standard,0.192,63386.0,17612.58,12170.11
POL006461,19,asphalt,brick_veneer,0,0,250000.0,0.5,47,6365,4,1,standard_pets,above_ground,0,none,none,0,0,full,0,1,sparse,1,poured_concrete,0.7,0,1,0,0,0,0,0,0,44.5,4.0,1.0,48.5,Standard,0.188,39690.0,6549.61,7461.72
POL006462,31,asphalt,brick_veneer,0,2,150000.0,0.6,89,1661,2,1,standard_pets,none,0,none,none,1,0,full,0,1,moderate,0,concrete_slab,5.9,0,1,0,0,1,0,1,0,57.5,-5.0,1.0918,57.32,Standard,0.3335,33315.36,11701.09,11111.29
POL006463,21,metal,wood_frame,0,1,250000.0,1.3,29,5111,5,0,dangerous_breed,above_ground,1,wood_burning,home_office,0,0,none,0,0,sparse,0,concrete_slab,8.0,0,0,0,0,0,0,0,0,43.5,21.0,1.0,64.5,Rated,0.355,56442.0,19046.05,20036.91
POL006464,6,metal,wood_frame,0,0,250000.0,12.5,42,1885,10,0,standard_pets,none,0,wood_burning,home_office,0,0,none,0,0,moderate,1,concrete_slab,21.6,0,0,0,0,0,0,0,1,33.0,8.0,1.03,42.23,Standard,0.2415,56168.0,26304.2,13564.57
POL006465,8,asphalt,brick_veneer,0,2,350000.0,5.8,30,714,7,0,standard_pets,none,0,wood_burning,none,0,0,none,0,0,moderate,0,concrete_slab,3.8,0,0,0,0,0,0,0,0,43.5,7.0,1.0,50.5,Standard,0.285,43328.0,13664.4,12348.48
POL006466,44,asphalt,brick_veneer,0,0,500000.0,4.8,50,5005,2,0,standard_pets,none,0,gas_fireplace,none,0,0,none,1,0,dense,0,poured_concrete,2.2,1,0,0,0,0,0,0,0,55.5,2.0,1.0,57.5,Standard,0.199,47810.0,9795.34,9514.19
POL006467,0,tile,wood_frame,0,0,350000.0,7.7,37,4234,5,0,standard_pets,none,0,none,none,1,1,none,0,0,dense,0,concrete_slab,37.7,0,0,0,0,0,0,0,0,40.5,-8.0,1.0,32.5,Standard,0.087,41178.0,5099.2,3582.49
POL006468,28,asphalt,wood_frame,0,3,250000.0,5.9,75,1335,6,0,dangerous_breed,none,0,none,none,1,0,full,0,0,moderate,0,concrete_slab,3.7,0,0,0,0,0,0,0,0,64.5,-5.0,1.0,59.5,Standard,0.353,29670.0,6624.18,10473.51
POL006469,7,asphalt,wood_frame,0,0,1000000.0,6.9,18,2632,6,0,standard_pets,none,0,wood_burning,none,0,1,none,0,0,moderate,0,block,1.0,0,0,0,0,0,0,0,0,47.5,2.0,1.0,49.5,Standard,0.175,59504.0,4285.16,10413.2
POL006470,3,metal,wood_frame,1,3,350000.0,0.5,22,3769,2,1,none,none,0,none,none,1,1,none,0,0,sparse,1,concrete_slab,9.2,0,1,0,0,0,0,0,0,50.5,-6.0,1.0,44.5,Standard,0.291,33498.0,3148.93,9747.92
POL006471,34,asphalt,brick_veneer,1,2,500000.0,4.5,49,5881,2,0,dangerous_breed,none,0,gas_fireplace,home_office,0,1,partial,0,0,sparse,0,poured_concrete,8.2,0,0,0,0,0,0,0,0,72.5,1.0,1.0,73.5,Rated,0.34,44082.0,12661.41,14987.88
POL006472,2,asphalt,wood_frame,1,0,500000.0,7.0,45,5027,2,0,none,none,0,gas_fireplace,active_business,1,0,none,0,0,sparse,0,stone_dirt,22.2,0,0,0,0,0,0,0,0,60.5,-1.0,1.0,59.5,Standard,0.245,60274.0,30010.11,14767.13
POL006473,44,asphalt,wood_frame,0,0,350000.0,4.2,40,5088,3,0,standard_pets,none,0,wood_burning,none,0,1,none,0,0,moderate,0,poured_concrete,21.5,0,0,0,0,0,0,0,0,61.5,2.0,1.0,63.5,Rated,0.208,61996.0,9532.41,12895.17
POL006474,39,asphalt,masonry,0,0,350000.0,0.5,73,2524,2,0,none,none,0,none,none,0,1,none,1,0,dense,1,concrete_slab,2.8,0,0,0,0,0,0,0,0,49.5,-7.0,1.0,42.5,Standard,0.135,40188.0,3303.63,5425.38
POL006475,6,asphalt,wood_frame,0,0,500000.0,1.2,78,3496,9,0,standard_pets,none,0,gas_fireplace,none,0,0,none,0,0,sparse,0,concrete_slab,6.4,0,0,0,0,0,0,0,0,46.0,4.0,1.0,50.0,Standard,0.212,57032.0,10189.58,12090.78
POL006476,26,asphalt,wood_frame,0,3,350000.0,16.5,113,3017,10,0,none,none,0,none,none,1,0,partial,0,1,moderate,0,poured_concrete,2.0,0,0,0,0,1,0,1,0,74.0,-10.0,1.0918,69.88,Rated,0.4592,62922.23,34032.5,28893.38
POL006477,0,asphalt,superior,0,0,500000.0,6.1,16,5268,5,0,none,none,0,none,none,1,1,none,0,0,moderate,0,poured_concrete,4.5,1,1,0,0,0,0,0,0,34.5,-11.0,1.0,23.5,Preferred,0.069,24716.0,3700.57,1705.4
POL006478,26,tile,brick_veneer,1,0,750000.0,5.8,51,5933,9,0,none,above_ground,0,wood_burning,none,1,0,partial,0,0,sparse,1,poured_concrete,0.3,1,1,0,0,0,0,0,0,62.0,-3.0,1.0,59.0,Standard,0.262,51546.0,9614.41,13505.05
POL006479,15,asphalt,brick_veneer,0,1,350000.0,5.4,12,5597,8,0,standard_pets,none,0,gas_fireplace,none,0,0,full,0,0,moderate,0,poured_concrete,6.5,1,1,0,0,0,0,0,0,52.0,-3.0,1.0,49.0,Standard,0.194,27154.0,5880.71,5267.88
POL006480,37,asphalt,wood_frame,0,0,150000.0,0.7,23,1289,5,0,none,in_ground,0,none,none,0,0,partial,0,1,dense,0,concrete_slab,8.7,1,0,0,0,1,0,0,0,56.5,2.0,1.06,62.01,Rated,0.277,54891.24,25180.97,15205.97
POL006481,6,tile,wood_frame,0,0,350000.0,0.5,79,1655,7,0,dangerous_breed,above_ground,0,gas_fireplace,none,0,0,partial,0,1,sparse,0,stone_dirt,23.7,0,0,0,0,0,0,0,0,37.5,8.0,1.0,45.5,Standard,0.2,47850.0,7231.74,9570.0
POL006482,43,metal,brick_veneer,0,0,250000.0,2.9,102,3050,2,2,none,in_ground,0,none,none,0,0,none,0,1,dense,0,concrete_slab,8.0,0,0,0,0,1,0,0,0,41.5,15.0,1.06,59.89,Standard,0.2941,65206.8,25868.83,19178.62
POL006483,22,asphalt,brick_veneer,0,2,250000.0,2.9,101,4043,10,1,standard_pets,none,0,gas_fireplace,none,0,0,none,1,0,sparse,1,poured_concrete,10.5,0,0,0,0,0,0,0,0,55.0,7.0,1.0,62.0,Rated,0.367,52966.0,20345.64,19438.52
POL006484,40,asphalt,wood_frame,0,0,350000.0,8.4,29,6289,10,0,standard_pets,none,0,gas_fireplace,none,1,0,none,0,1,dense,0,concrete_slab,2.7,0,0,0,0,1,0,0,0,64.0,-2.0,1.06,65.72,Rated,0.2747,56755.64,14947.47,15593.04
POL006485,10,asphalt,wood_frame,1,0,250000.0,1.0,108,5767,7,0,dangerous_breed,above_ground,0,gas_fireplace,home_office,1,0,none,0,0,dense,0,stone_dirt,10.5,1,0,0,0,0,0,0,0,63.5,7.0,1.0,70.5,Rated,0.292,65774.0,30993.2,19206.01
POL006486,41,tile,masonry,0,0,1000000.0,1.6,43,2244,5,0,standard_pets,none,0,none,none,0,0,none,1,0,moderate,0,poured_concrete,2.8,0,0,0,0,0,0,0,0,45.5,1.0,1.0,46.5,Standard,0.173,36228.0,3311.31,6267.44
POL006487,32,asphalt,wood_frame,0,1,500000.0,0.5,118,5011,6,0,standard_pets,none,0,none,none,0,1,none,1,0,sparse,0,concrete_slab,1.9,1,1,0,0,0,0,0,0,69.5,-4.0,1.0,65.5,Rated,0.253,68562.0,12023.53,17346.19
POL006488,35,asphalt,wood_frame,0,0,350000.0,2.6,14,3809,9,0,none,none,0,gas_fireplace,none,1,1,none,0,0,moderate,0,block,1.4,0,0,0,0,0,0,0,0,61.0,-10.0,1.0,51.0,Standard,0.166,38638.0,5623.81,6413.91
POL006489,36,asphalt,wood_frame,0,0,150000.0,1.5,3,5714,8,0,none,none,0,none,none,0,1,full,1,0,moderate,0,concrete_slab,0.7,0,0,0,0,0,0,0,0,60.0,-14.0,1.0,46.0,Standard,0.139,30468.0,3537.95,4235.05
POL006490,40,asphalt,masonry,0,0,250000.0,1.5,119,5769,2,0,standard_pets,none,0,wood_burning,none,1,0,partial,0,1,sparse,0,block,5.0,0,0,0,0,1,0,0,0,52.5,-3.0,1.06,52.47,Standard,0.2155,60130.44,33580.41,12955.7
POL006491,16,asphalt,masonry,0,1,750000.0,1.5,107,5319,10,0,none,above_ground,0,gas_fireplace,none,0,0,partial,0,1,dense,0,concrete_slab,2.3,0,0,0,0,0,0,1,0,50.0,0.0,1.03,51.5,Standard,0.2671,56913.84,10357.88,15202.82
POL006492,34,asphalt,masonry,0,0,350000.0,1.3,51,5676,6,0,standard_pets,none,0,none,home_office,1,0,none,0,0,sparse,0,block,10.9,0,0,0,0,0,0,0,0,52.5,-2.0,1.0,50.5,Standard,0.184,37532.0,10336.14,6905.89
POL006493,4,slate,wood_frame,0,2,150000.0,1.9,73,2303,1,0,none,none,1,none,none,0,0,none,0,0,sparse,0,concrete_slab,2.4,0,0,0,0,0,0,0,0,34.5,5.0,1.0,39.5,Standard,0.257,45246.0,11265.07,11628.22
POL006494,31,tile,wood_frame,0,0,750000.0,3.8,103,6362,8,0,standard_pets,none,0,gas_fireplace,none,0,1,none,0,0,sparse,0,block,3.6,0,0,0,0,0,0,0,0,59.0,-1.0,1.0,58.0,Standard,0.207,66764.0,23493.37,13820.15
POL006495,2,asphalt,wood_frame,0,1,350000.0,2.9,45,4006,1,0,dangerous_breed,none,0,wood_burning,none,1,0,none,0,0,sparse,0,concrete_slab,1.0,0,0,0,0,0,0,0,0,48.5,6.0,1.0,54.5,Standard,0.245,54612.0,9666.7,13379.94
POL006496,34,asphalt,brick_veneer,1,1,350000.0,0.5,58,5042,2,0,standard_pets,none,0,none,home_office,1,0,partial,0,0,sparse,0,concrete_slab,14.1,0,0,0,0,0,0,0,0,72.5,-6.0,1.0,66.5,Rated,0.267,36524.0,12238.96,9751.91
POL006497,13,asphalt,brick_veneer,0,2,1500000.0,2.8,45,3702,4,2,standard_pets,none,0,none,none,0,0,none,0,0,dense,0,poured_concrete,4.5,0,0,0,0,0,0,0,0,50.5,12.0,1.0,62.5,Rated,0.308,53804.0,24624.02,16571.63
POL006498,30,asphalt,superior,0,1,150000.0,9.4,31,1383,10,0,standard_pets,none,0,gas_fireplace,none,0,1,none,0,0,sparse,0,poured_concrete,6.2,0,0,0,0,0,0,0,0,51.0,-1.0,1.0,50.0,Standard,0.237,20846.0,6378.89,4940.5
POL006499,30,metal,wood_frame,1,0,500000.0,0.5,20,1651,2,0,none,above_ground,1,gas_fireplace,none,0,1,full,0,0,moderate,0,concrete_slab,3.1,0,0,0,0,0,0,0,0,57.5,-3.0,1.0,54.5,Standard,0.209,23902.0,9596.84,4995.52
POL006500,16,metal,brick_veneer,0,2,1000000.0,14.4,28,1028,5,0,none,none,0,wood_burning,home_office,0,1,partial,0,0,sparse,0,concrete_slab,9.6,0,0,0,0,0,0,0,0,38.5,-4.0,1.0,34.5,Standard,0.211,37096.0,11828.72,7827.26
POL006501,23,asphalt,brick_veneer,0,2,150000.0,1.8,29,2495,7,1,none,none,0,wood_burning,none,0,0,none,1,0,dense,0,concrete_slab,15.5,0,0,0,0,0,0,0,0,49.5,7.0,1.0,56.5,Standard,0.339,45130.0,39417.15,15299.07
POL006502,22,asphalt,wood_frame,0,4,750000.0,0.5,6,1788,7,2,standard_pets,none,0,gas_fireplace,none,0,0,none,0,0,sparse,0,concrete_slab,17.5,0,0,0,0,0,0,0,0,61.5,13.0,1.0,74.5,Rated,0.508,43276.0,25425.28,21984.21
POL006503,17,asphalt,wood_frame,1,0,350000.0,1.5,41,2050,10,0,standard_pets,none,0,none,home_office,1,0,none,0,0,sparse,1,poured_concrete,2.1,0,1,0,0,0,0,0,0,64.0,-2.0,1.0,62.0,Rated,0.273,44480.0,12524.98,12143.04
POL006504,13,tile,brick_veneer,0,1,750000.0,0.5,92,1952,5,0,dangerous_breed,none,0,gas_fireplace,none,0,1,none,0,0,dense,0,concrete_slab,15.6,0,1,0,0,0,0,0,0,40.5,4.0,1.0,44.5,Standard,0.183,49184.0,15116.07,9000.67
POL006505,14,tile,superior,0,0,350000.0,4.2,73,5792,3,2,standard_pets,in_ground,0,none,none,0,1,none,0,0,moderate,0,block,22.3,0,1,0,0,0,0,0,0,28.5,13.0,1.0,41.5,Standard,0.171,49144.0,2168.44,8403.62
POL006506,14,slate,wood_frame,0,1,1500000.0,1.9,117,5619,5,0,standard_pets,none,0,none,home_office,1,0,none,0,1,sparse,0,poured_concrete,1.7,0,1,0,0,0,0,1,0,49.5,-2.0,1.03,48.93,Standard,0.2067,77865.84,18669.24,16094.87
POL006507,5,slate,superior,0,5,500000.0,8.2,49,1438,4,0,standard_pets,none,0,gas_fireplace,none,0,1,none,0,0,moderate,0,concrete_slab,1.8,0,0,0,0,0,0,0,0,32.5,-1.0,1.0,31.5,Standard,0.328,22696.0,8902.6,7444.29
POL006508,26,asphalt,brick_veneer,1,1,500000.0,6.6,85,2963,6,0,standard_pets,none,0,none,none,0,1,none,0,0,dense,0,concrete_slab,3.0,1,0,0,0,0,0,0,0,72.5,-2.0,1.0,70.5,Rated,0.303,50026.0,19724.14,15157.88
POL006509,14,tile,wood_frame,0,1,750000.0,3.2,16,1431,1,0,standard_pets,above_ground,0,gas_fireplace,none,1,0,partial,0,0,sparse,0,poured_concrete,0.5,1,1,0,0,0,0,0,0,41.5,-3.0,1.0,38.5,Standard,0.169,33042.0,2774.55,5584.1
POL006510,35,tile,wood_frame,0,0,350000.0,4.1,17,5523,1,1,none,none,1,none,none,0,0,none,0,0,moderate,0,stone_dirt,3.9,0,1,0,0,0,1,0,0,53.5,10.0,1.03,65.41,Rated,0.2692,50874.48,4249.58,13697.44
POL006511,7,asphalt,wood_frame,0,0,250000.0,4.7,109,698,8,0,none,none,0,wood_burning,none,0,0,none,0,0,moderate,0,poured_concrete,1.9,1,0,0,0,0,0,0,0,45.0,4.0,1.0,49.0,Standard,0.233,65016.0,2838.37,15148.73
POL006512,14,asphalt,wood_frame,0,0,350000.0,1.6,4,5755,6,0,standard_pets,none,0,none,none,0,0,partial,0,0,moderate,1,concrete_slab,0.8,0,1,0,0,0,0,0,0,48.5,-1.0,1.0,47.5,Standard,0.169,41730.0,14216.29,7052.37
POL006513,2,tile,wood_frame,0,0,350000.0,0.8,60,2566,9,0,none,none,0,wood_burning,home_office,0,0,partial,0,0,moderate,0,concrete_slab,3.2,0,0,0,0,0,0,0,0,38.0,1.0,1.0,39.0,Standard,0.186,52932.0,9725.06,9845.35
POL006514,12,tile,wood_frame,0,0,500000.0,2.4,38,5373,10,3,none,in_ground,0,none,none,0,0,partial,0,0,moderate,0,poured_concrete,1.8,0,0,0,0,0,0,0,0,43.0,11.0,1.0,54.0,Standard,0.262,55586.0,13083.2,14563.53
POL006515,40,tile,superior,0,0,750000.0,0.5,80,792,1,0,none,none,0,none,none,1,1,none,0,0,sparse,0,poured_concrete,3.8,0,0,0,0,0,0,0,0,40.5,-11.0,1.0,29.5,Preferred,0.08,25484.0,1465.54,2038.72
POL006516,33,tile,brick_veneer,0,0,350000.0,1.9,97,3705,7,0,none,above_ground,0,none,home_office,0,0,none,0,0,sparse,1,poured_concrete,5.2,0,0,0,0,0,0,0,0,50.5,4.0,1.0,54.5,Standard,0.213,55570.0,7366.33,11836.41
POL006517,23,tile,masonry,0,0,350000.0,4.0,67,5357,1,0,dangerous_breed,none,0,wood_burning,home_office,0,0,none,0,1,moderate,1,block,0.2,0,0,0,0,1,0,0,0,38.5,13.0,1.06,54.59,Standard,0.2827,65459.32,18023.43,18506.66
POL006518,39,tile,wood_frame,0,2,750000.0,3.9,40,4789,7,1,none,none,0,gas_fireplace,active_business,0,0,full,0,0,sparse,0,concrete_slab,9.1,0,1,0,0,0,0,0,0,58.5,3.0,1.0,61.5,Rated,0.333,50078.0,10639.34,16675.97
POL006519,31,asphalt,wood_frame,0,1,350000.0,0.6,71,5712,7,0,dangerous_breed,none,0,none,none,0,0,none,0,0,sparse,0,poured_concrete,23.3,1,1,1,0,0,0,0,0,66.5,8.0,1.08,80.46,Decline,0.3811,73351.28,50528.92,27957.11
POL006520,31,tile,wood_frame,0,0,500000.0,0.5,25,6699,8,0,standard_pets,none,0,none,none,1,0,none,0,0,sparse,1,stone_dirt,4.8,0,0,0,1,0,0,0,0,55.0,-3.0,1.07,55.64,Standard,0.2227,58401.52,37442.8,13007.19
POL006521,29,asphalt,masonry,0,0,250000.0,0.5,88,4383,5,0,dangerous_breed,none,0,none,active_business,0,1,none,0,0,dense,0,concrete_slab,2.7,1,0,0,0,0,0,0,0,48.5,7.0,1.0,55.5,Standard,0.231,55906.0,26241.78,12914.29
POL006522,12,asphalt,wood_frame,0,2,250000.0,0.5,99,6532,8,1,none,in_ground,0,gas_fireplace,none,0,1,none,0,0,moderate,0,concrete_slab,20.9,0,1,0,0,0,0,0,0,54.0,7.0,1.0,61.0,Rated,0.332,77304.0,44807.66,25664.93
POL006523,0,asphalt,wood_frame,0,0,500000.0,2.6,106,5022,10,0,none,none,1,none,home_office,0,1,partial,0,1,sparse,0,concrete_slab,6.5,0,0,0,0,0,0,0,0,50.0,-3.0,1.0,47.0,Standard,0.184,62124.0,3922.01,11430.82
POL006524,33,tile,brick_veneer,0,5,250000.0,2.5,38,1369,5,2,dangerous_breed,none,0,none,active_business,0,1,none,0,0,sparse,0,block,9.0,0,0,0,0,0,0,0,0,55.5,16.0,1.0,71.5,Rated,0.496,43078.0,22708.31,21366.69
POL006525,14,tile,brick_veneer,0,0,250000.0,1.4,74,6673,9,1,standard_pets,none,0,gas_fireplace,home_office,1,0,none,0,0,sparse,0,concrete_slab,3.7,0,0,0,0,0,0,0,0,35.0,4.0,1.0,39.0,Standard,0.159,45666.0,3465.71,7260.89
POL006526,43,metal,masonry,0,0,500000.0,1.2,66,4277,8,0,standard_pets,in_ground,0,none,none,0,0,none,0,1,moderate,0,poured_concrete,5.6,0,0,0,0,1,0,0,0,38.0,9.0,1.06,49.82,Standard,0.2508,55972.12,19310.74,14037.81
POL006527,13,asphalt,wood_frame,0,0,350000.0,2.5,43,3043,7,1,standard_pets,none,0,gas_fireplace,none,1,1,none,0,0,moderate,0,poured_concrete,0.6,0,0,0,0,0,0,0,0,48.5,-2.0,1.0,46.5,Standard,0.152,42326.0,18771.44,6433.55
POL006528,28,asphalt,wood_frame,0,0,500000.0,0.5,103,2625,7,0,none,none,0,gas_fireplace,none,1,0,partial,1,1,dense,1,concrete_slab,26.1,0,0,0,0,1,0,0,0,60.5,-11.0,1.06,52.47,Standard,0.228,59047.2,13757.07,13462.76
POL006529,33,asphalt,masonry,0,0,1500000.0,1.2,63,1469,3,0,standard_pets,none,1,none,none,0,0,none,0,0,sparse,1,poured_concrete,22.4,0,0,0,0,0,0,0,0,52.5,8.0,1.0,60.5,Rated,0.234,47598.0,4726.36,11137.93
POL006530,17,asphalt,brick_veneer,1,0,500000.0,2.6,91,4466,6,0,none,none,0,none,home_office,0,0,none,1,0,sparse,0,concrete_slab,0.3,0,0,0,0,0,0,0,0,60.5,-1.0,1.0,59.5,Standard,0.237,55812.0,17658.99,13227.44
POL006531,6,slate,wood_frame,0,1,500000.0,0.5,38,1721,6,0,none,above_ground,0,gas_fireplace,active_business,0,0,none,1,0,sparse,0,concrete_slab,0.6,0,1,0,0,0,0,0,0,37.5,6.0,1.0,43.5,Standard,0.225,56582.0,12237.08,12730.95
